category,product,description,currency,price,base,PPP,eX,valued
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,JPY,6872.8,JPY,1.0,1.0,0.0
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,JPY,14282.400000000001,JPY,1.0,1.0,0.0
Softwares,iCloud ,iCloud 50GB,JPY,130.0,JPY,1.0,1.0,0.0
Content,Netflix ,Premium Plan per month,JPY,1980.0,JPY,1.0,1.0,0.0
Content,Amazon Prime,per month,JPY,400.0,JPY,1.0,1.0,0.0
Content,Disney +,Yearly,JPY,7000.0,JPY,1.0,1.0,0.0
Content,YouTube Premium,Youtube Premium with YT music,JPY,1180.0,JPY,1.0,1.0,0.0
Content,Spotify,Individual plan - 1 month,JPY,980.0,JPY,1.0,1.0,0.0
Content,Apple Music,Individual 1 month,JPY,980.0,JPY,1.0,1.0,0.0
Devices,iPhone 12,64GB,CNY,6299.0,JPY,13.62120971582791,16.422489615481012,0.1705758362612948
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CNY,7999.0,JPY,13.10163770471309,16.422489615481012,0.20221367091853415
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CNY,10199.0,JPY,14.989116580056868,16.422489615481012,0.08728110469151673
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CNY,398.0,JPY,35.8854271356784,16.422489615481012,-1.1851392800912617
Softwares,iCloud ,iCloud 50GB,CNY,6.0,JPY,21.666666666666668,16.422489615481012,-0.3193289917651778
Content,Apple Music,Individual 1 month,CNY,10.0,JPY,98.0,16.422489615481012,-4.96742651659942
Devices,iPhone 12,64GB,ZAR,18999.0,JPY,4.5160271593241745,7.323483670295491,0.38334986972914764
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,ZAR,18999.0,JPY,5.516079793673351,7.323483670295491,0.24679564507709395
Devices,PS5,Disk Version,ZAR,11999.99,JPY,4.165003470836226,7.323483670295491,0.431281114515249
Devices,XBOX Series X,4k Variant,ZAR,11999.0,JPY,4.165347112259355,7.323483670295491,0.4312341912969282
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",ZAR,27999.0,JPY,5.459980713596914,7.323483670295491,0.2544558082729209
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,ZAR,1099.0,JPY,12.995814376706099,7.323483670295491,-0.7745399541775366
Softwares,iCloud ,iCloud 50GB,ZAR,14.99,JPY,8.67244829886591,7.323483670295491,-0.1841971238417457
Content,Netflix ,Premium Plan per month,ZAR,169.0,JPY,11.715976331360947,7.323483670295491,-0.5997818604937541
Content,YouTube Premium,Youtube Premium with YT music,ZAR,72.0,JPY,16.38888888888889,7.323483670295491,-1.2378542271300819
Content,Spotify,Individual plan - 1 month,ZAR,60.0,JPY,16.333333333333332,7.323483670295491,-1.230268280597437
Content,Apple Music,Individual 1 month,ZAR,60.0,JPY,16.333333333333332,7.323483670295491,-1.230268280597437
Devices,iPhone 12,64GB,BRL,7199.0,JPY,11.918321989165161,19.604812208186388,0.39207160657277684
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,BRL,11699.1,JPY,8.95795403065193,19.604812208186388,0.5430737139674638
Devices,XBOX Series X,4k Variant,BRL,4599.0,JPY,10.867579908675799,19.604812208186388,0.44566773742735366
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",BRL,8549.17,JPY,17.88173588781133,19.604812208186388,0.08789047821919715
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,BRL,262.08,JPY,26.224053724053725,19.604812208186388,-0.3376335078131143
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,BRL,279.63,JPY,51.07606479991418,19.604812208186388,-1.6052820224713158
Softwares,iCloud ,iCloud 50GB,BRL,4.095,JPY,31.746031746031747,19.604812208186388,-0.6192979258824802
Content,Netflix ,Premium Plan per month,BRL,45.9,JPY,43.13725490196079,19.604812208186388,-1.2003401228167823
Content,Amazon Prime,per month,BRL,14.9,JPY,26.845637583892618,19.604812208186388,-0.36933918564558743
Content,YouTube Premium,Youtube Premium with YT music,BRL,17.0,JPY,69.41176470588235,19.604812208186388,-2.540547288532458
Content,Spotify,Individual plan - 1 month,BRL,17.0,JPY,57.64705882352941,19.604812208186388,-1.940454527764245
Content,Apple Music,Individual 1 month,BRL,17.0,JPY,57.64705882352941,19.604812208186388,-1.940454527764245
Devices,iPhone 12,64GB,AUD,1349.0,JPY,63.602668643439586,83.85349766489941,0.2415024964419189
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AUD,1599.0,JPY,65.54096310193871,83.85349766489941,0.21838724767501516
Devices,PS5,Disk Version,AUD,749.95,JPY,66.64444296286419,83.85349766489941,0.20522763130057042
Devices,XBOX Series X,4k Variant,AUD,749.0,JPY,66.72897196261682,83.85349766489941,0.20421957555922932
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AUD,1949.0,JPY,78.43714725500257,83.85349766489941,0.06459301711589893
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,AUD,76.99,JPY,89.26873619950644,83.85349766489941,-0.06457975737932542
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,AUD,99.0,JPY,144.26666666666668,83.85349766489941,-0.7204609310776058
Softwares,iCloud ,iCloud 50GB,AUD,1.49,JPY,87.24832214765101,83.85349766489941,-0.04048518639399168
Content,Netflix ,Premium Plan per month,AUD,19.99,JPY,99.0495247623812,83.85349766489941,-0.18122114784298082
Content,Amazon Prime,per month,AUD,6.99,JPY,57.22460658082976,83.85349766489941,0.31756446451984255
Content,Disney +,Yearly,AUD,89.99,JPY,77.78642071341261,83.85349766489941,0.07235329617057151
Content,YouTube Premium,Youtube Premium with YT music,AUD,15.0,JPY,78.66666666666667,83.85349766489941,0.06185586937542753
Content,Spotify,Individual plan - 1 month,AUD,12.0,JPY,81.66666666666667,83.85349766489941,0.02607918642788032
Content,Apple Music,Individual 1 month,AUD,12.0,JPY,81.66666666666667,83.85349766489941,0.02607918642788032
Devices,iPhone 12,64GB,RUB,79990.0,JPY,1.0726340792599074,1.438006205769883,0.2540824407043236
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,RUB,99990.0,JPY,1.0481048104810482,1.438006205769883,0.27114027305611554
Devices,PS5,Disk Version,RUB,46999.0,JPY,1.063426881423009,1.438006205769883,0.2604851932098101
Devices,XBOX Series X,4k Variant,RUB,45590.0,JPY,1.096293046720772,1.438006205769883,0.23762982223443452
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",RUB,105990.0,JPY,1.442343617322389,1.438006205769883,-0.003016267617693469
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,RUB,4096.0,JPY,1.6779296875,1.438006205769883,-0.16684453847795888
Softwares,iCloud ,iCloud 50GB,RUB,59.0,JPY,2.2033898305084745,1.438006205769883,-0.5322533530575542
Content,Netflix ,Premium Plan per month,RUB,999.0,JPY,1.981981981981982,1.438006205769883,-0.37828472090693377
Content,YouTube Premium,Youtube Premium with YT music,RUB,199.0,JPY,5.9296482412060305,1.438006205769883,-3.1235206200180494
Content,Spotify,Individual plan - 1 month,RUB,169.0,JPY,5.798816568047338,1.438006205769883,-3.0325393206093665
Content,Apple Music,Individual 1 month,RUB,169.0,JPY,5.798816568047338,1.438006205769883,-3.0325393206093665
Devices,iPhone 12,64GB,KRW,1090000.0,JPY,0.07871559633027522,0.09559848082611445,0.1766020165796125
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,KRW,1290000.0,JPY,0.08124031007751938,0.09559848082611445,0.15019245729135988
Devices,PS5,Disk Version,KRW,628000.0,JPY,0.07958598726114649,0.09559848082611445,0.16749736425302963
Devices,XBOX Series X,4k Variant,KRW,598000.0,JPY,0.08357859531772575,0.09559848082611445,0.125733017978098
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",KRW,1452000.0,JPY,0.10528512396694215,0.09559848082611445,-0.1013263292169555
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,KRW,62000.0,JPY,0.11085161290322582,0.09559848082611445,-0.15955412622984588
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,KRW,89000.0,JPY,0.16047640449438205,0.09559848082611445,-0.6786501533039531
Softwares,iCloud ,iCloud 50GB,KRW,1100.0,JPY,0.11818181818181818,0.09559848082611445,-0.23623113213253788
Content,Netflix ,Premium Plan per month,KRW,14500.0,JPY,0.13655172413793104,0.09559848082611445,-0.4283880136788687
Content,YouTube Premium,Youtube Premium with YT music,KRW,10450.0,JPY,0.11291866028708133,0.09559848082611445,-0.1811763043857446
Content,Spotify,Individual plan - 1 month,KRW,10900.0,JPY,0.08990825688073395,0.09559848082611445,0.05952211683918429
Content,Apple Music,Individual 1 month,KRW,13500.0,JPY,0.0725925925925926,0.09559848082611445,0.24065119063311913
Devices,iPhone 12,64GB,CHF,879.0,JPY,97.61092150170649,116.68321337656953,0.16345360504695217
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CHF,1079.0,JPY,97.12696941612604,116.68321337656953,0.16760117753468085
Devices,XBOX Series X,4k Variant,CHF,499.99,JPY,99.96199923998479,116.68321337656953,0.14330436789241208
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CHF,1299.0,JPY,117.68591224018476,116.68321337656953,-0.008593342903398193
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,CHF,58.15,JPY,118.1908856405847,116.68321337656953,-0.012921072538082168
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CHF,69.95,JPY,204.18012866333098,116.68321337656953,-0.7498672067282233
Softwares,iCloud ,iCloud 50GB,CHF,1.0,JPY,130.0,116.68321337656953,-0.11412769873292272
Content,Netflix ,Premium Plan per month,CHF,21.9,JPY,90.41095890410959,116.68321337656953,0.22515881858405784
Content,Disney +,Yearly,CHF,99.0,JPY,70.70707070707071,116.68321337656953,0.39402533868450196
Content,Spotify,Individual plan - 1 month,CHF,13.0,JPY,75.38461538461539,116.68321337656953,0.3539377841667075
Content,Apple Music,Individual 1 month,CHF,12.9,JPY,75.96899224806201,116.68321337656953,0.3489295499354417
Devices,iPhone 12,64GB,AED,3399.0,JPY,25.24271844660194,28.850238257317905,0.12504298157055638
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AED,4199.0,JPY,24.958323410335794,28.850238257317905,0.13490061372352513
Devices,PS5,Disk Version,AED,2099.0,JPY,23.811338732729872,28.850238257317905,0.17465711997404065
Devices,XBOX Series X,4k Variant,AED,2099.0,JPY,23.811338732729872,28.850238257317905,0.17465711997404065
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AED,4899.0,JPY,31.20514390691978,28.850238257317905,-0.08162517163977157
Softwares,iCloud ,iCloud 50GB,AED,3.69,JPY,35.230352303523034,28.850238257317905,-0.2211459742307953
Content,Netflix ,Premium Plan per month,AED,56.0,JPY,35.357142857142854,28.850238257317905,-0.2255407578193731
Content,Amazon Prime,per month,AED,16.0,JPY,25.0,28.850238257317905,0.13345602982468563
Content,YouTube Premium,Youtube Premium with YT music,AED,24.0,JPY,49.166666666666664,28.850238257317905,-0.7042031413447849
Content,Spotify,Individual plan - 1 month,AED,20.0,JPY,49.0,28.850238257317905,-0.6984261815436161
Content,Apple Music,Individual 1 month,AED,20.0,JPY,49.0,28.850238257317905,-0.6984261815436161
Devices,iPhone 12,64GB,THB,29900.0,JPY,2.869565217391304,3.527007115964259,0.18640220361257043
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,THB,32900.0,JPY,3.185410334346505,3.527007115964259,0.09685174154358456
Devices,PS5,Disk Version,THB,16990.0,JPY,2.9417304296645086,3.527007115964259,0.16594145320847753
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",THB,41900.0,JPY,3.64854415274463,3.527007115964259,-0.0344589712422918
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,THB,1888.0,JPY,3.640254237288136,3.527007115964259,-0.03210856048781063
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,THB,2099.0,JPY,6.80438303954264,3.527007115964259,-0.9292229405333563
Softwares,iCloud ,iCloud 50GB,THB,37.28963210702341,JPY,3.4862237210303513,3.527007115964259,0.011563173419557371
Content,Netflix ,Premium Plan per month,THB,419.0,JPY,4.725536992840095,3.527007115964259,-0.3398149868909939
Content,YouTube Premium,Youtube Premium with YT music,THB,159.0,JPY,7.421383647798742,3.527007115964259,-1.1041589664527196
Content,Spotify,Individual plan - 1 month,THB,129.0,JPY,7.596899224806202,3.527007115964259,-1.1539222845398949
Content,Apple Music,Individual 1 month,THB,129.0,JPY,7.596899224806202,3.527007115964259,-1.1539222845398949
Devices,iPhone 12,64GB,SGD,1200.0,JPY,71.5,80.18564487565652,0.10831919964134862
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,SGD,1449.0,JPY,72.32574189095928,80.18564487565652,0.0980213228550516
Devices,PS5,Disk Version,SGD,729.0,JPY,68.559670781893,80.18564487565652,0.14498822216609786
Devices,XBOX Series X,4k Variant,SGD,699.0,JPY,71.50214592274678,80.18564487565652,0.10829243770970731
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",SGD,1798.0,JPY,85.02447163515016,80.18564487565652,-0.06034529954828183
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,SGD,69.72,JPY,98.57716580608147,80.18564487565652,-0.22936176367907968
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,SGD,108.0,JPY,132.24444444444447,80.18564487565652,-0.6492284204924119
Softwares,iCloud ,iCloud 50GB,SGD,1.3706666666666667,JPY,94.8443579766537,80.18564487565652,-0.18280969272902103
Content,Netflix ,Premium Plan per month,SGD,19.98,JPY,99.09909909909909,80.18564487565652,-0.2358708251679158
Content,Amazon Prime,per month,SGD,8.99,JPY,44.493882091212456,80.18564487565652,0.4451141203614575
Content,Disney +,Yearly,SGD,119.98,JPY,58.343057176196034,80.18564487565652,0.2724002249197057
Content,YouTube Premium,Youtube Premium with YT music,SGD,12.0,JPY,98.33333333333333,80.18564487565652,-0.22632091424616374
Content,Spotify,Individual plan - 1 month,SGD,10.0,JPY,98.0,80.18564487565652,-0.22216389419787186
Content,Apple Music,Individual 1 month,SGD,10.0,JPY,98.0,80.18564487565652,-0.22216389419787186
Devices,iPhone 12,64GB,HKD,6799.0,JPY,12.619502868068833,13.662944467211899,0.07637018518571148
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,HKD,7799.0,JPY,13.437620207718938,13.662944467211899,0.016491632534530898
Devices,PS5,Disk Version,HKD,3980.0,JPY,12.557788944723619,13.662944467211899,0.08088706831389192
Devices,XBOX Series X,4k Variant,HKD,3880.0,JPY,12.881443298969073,13.662944467211899,0.05719859069311595
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",HKD,9698.0,JPY,15.763456382759331,13.662944467211899,-0.1537378652594399
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,HKD,408.0,JPY,16.845098039215685,13.662944467211899,-0.23290393806695642
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,HKD,780.0,JPY,18.310769230769232,13.662944467211899,-0.34017738816922694
Softwares,iCloud ,iCloud 50GB,HKD,8.0,JPY,16.25,13.662944467211899,-0.18934831646256578
Content,Netflix ,Premium Plan per month,HKD,93.0,JPY,21.29032258064516,13.662944467211899,-0.5582528811221705
Content,YouTube Premium,Youtube Premium with YT music,HKD,68.0,JPY,17.352941176470587,13.662944467211899,-0.270073315317491
Content,Spotify,Individual plan - 1 month,HKD,58.0,JPY,16.896551724137932,13.662944467211899,-0.23666986751545305
Content,Apple Music,Individual 1 month,HKD,58.0,JPY,16.896551724137932,13.662944467211899,-0.23666986751545305
Devices,iPhone 12,64GB,CAD,1258.8849557522124,JPY,68.15555274368383,84.29842609521718,0.19149673486548346
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CAD,1448.442477876106,JPY,72.35358089861555,84.29842609521718,0.14169713184335886
Devices,PS5,Disk Version,CAD,702.4667256637168,JPY,71.14927750175929,84.29842609521718,0.155983322613943
Devices,XBOX Series X,4k Variant,CAD,667.9115044247787,JPY,74.83027267668336,84.29842609521718,0.11231708416286801
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CAD,1917.8649557522124,JPY,79.7105132671037,84.29842609521718,0.05442465584032741
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,CAD,78.04194690265486,JPY,88.06546059867965,84.29842609521718,-0.044686890111180766
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CAD,88.08849557522123,JPY,162.1369499698614,84.29842609521718,-0.92336864969132
Softwares,iCloud ,iCloud 50GB,CAD,1.4384070796460178,JPY,90.37775316845084,84.29842609521718,-0.072116732836351
Content,Netflix ,Premium Plan per month,CAD,20.949285714285715,JPY,94.51396228988374,84.29842609521718,-0.12118300029858031
Content,Amazon Prime,per month,CAD,8.81436507936508,JPY,45.38046659043228,84.29842609521718,0.4616688745864139
Content,Disney +,Yearly,CAD,99.27468253968254,JPY,70.51143172582725,84.29842609521718,0.16354984319419175
Content,YouTube Premium,Youtube Premium with YT music,CAD,13.238095238095239,JPY,89.13669064748201,84.29842609521718,-0.057394482630077626
Content,Spotify,Individual plan - 1 month,CAD,11.031746031746032,JPY,88.83453237410072,84.29842609521718,-0.053810094553365495
Content,Apple Music,Individual 1 month,CAD,11.031746031746032,JPY,88.83453237410072,84.29842609521718,-0.053810094553365495
Devices,iPhone 12,64GB,INR,79900.0,CNY,0.0788360450563204,0.08917343126509163,0.11592450870305315
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,INR,92900.0,CNY,0.08610333692142089,0.08917343126509163,0.03442835270680644
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",INR,105999.0,CNY,0.096217888848008,0.08917343126509163,-0.07899726951153041
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,INR,4199.0,CNY,0.09478447249345082,0.08917343126509163,-0.06292279156197189
Softwares,iCloud ,iCloud 50GB,INR,75.0,CNY,0.08,0.08917343126509163,0.10287179863945317
Content,Apple Music,Individual 1 month,INR,99.0,CNY,0.10101010101010101,0.08917343126509163,-0.13273762798048838
Devices,iPhone 12,64GB,USD,902.6152,CNY,6.9786105972955035,6.451671,-0.08167490209830963
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,USD,1087.7112,CNY,7.353974106362057,6.451671,-0.13985572208534136
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",USD,1360.989112,CNY,7.493814542727951,6.451671,-0.16153079453802754
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,USD,76.205112,CNY,5.222746736465659,6.451671,0.1904815455615051
Softwares,iCloud ,iCloud 50GB,USD,1.077912,CNY,5.566317101952664,6.451671,0.137228618453628
Content,Apple Music,Individual 1 month,USD,10.815576781778105,CNY,0.9245923913043478,6.451671,0.8566894698591501
Devices,iPhone 12,64GB,GBP,799.0,CNY,7.88360450563204,9.108682548475358,0.1344956349421108
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,GBP,999.0,CNY,8.007007007007006,9.108682548475358,0.12094784680499748
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",GBP,1199.0,CNY,8.506255212677232,9.108682548475358,0.06613770241657635
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,GBP,59.99,CNY,6.6344390731788625,9.108682548475358,0.27163571264327824
Softwares,iCloud ,iCloud 50GB,GBP,0.79,CNY,7.594936708860759,9.108682548475358,0.1661871331620811
Content,Apple Music,Individual 1 month,GBP,10.0,CNY,1.0,9.108682548475358,0.890214639199674
Devices,iPhone 12,64GB,EUR,899.0,CNY,7.0066740823136815,7.836202624508695,0.10585848553744126
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,EUR,1129.0,CNY,7.085031000885739,7.836202624508695,0.09585913734205553
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",EUR,1299.0,CNY,7.851424172440339,7.836202624508695,-0.0019424648214221296
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,EUR,69.0,CNY,5.768115942028985,7.836202624508695,0.2639143959870961
Softwares,iCloud ,iCloud 50GB,EUR,0.99,CNY,6.0606060606060606,7.836202624508695,0.2265889039608593
Content,Apple Music,Individual 1 month,EUR,10.0,CNY,1.0,7.836202624508695,0.8723871691535418
Devices,iPhone 12,64GB,JPY,85800.0,CNY,0.07341491841491841,0.06089210731223898,-0.2056557352903834
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,JPY,104800.0,CNY,0.0763263358778626,0.06089210731223898,-0.2534684583419142
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",JPY,152874.0,CNY,0.06671507254340175,0.06089210731223898,-0.0956275860400777
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,JPY,14282.400000000001,CNY,0.02786646501988461,0.06089210731223898,0.5423632675907801
Softwares,iCloud ,iCloud 50GB,JPY,130.0,CNY,0.046153846153846156,0.06089210731223898,0.24203894082395327
Content,Apple Music,Individual 1 month,JPY,980.0,CNY,0.01020408163265306,0.06089210731223898,0.8324235753522347
Devices,iPhone 12,64GB,CNY,6299.0,CNY,1.0,1.0,0.0
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CNY,7999.0,CNY,1.0,1.0,0.0
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CNY,10199.0,CNY,1.0,1.0,0.0
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CNY,398.0,CNY,1.0,1.0,0.0
Softwares,iCloud ,iCloud 50GB,CNY,6.0,CNY,1.0,1.0,0.0
Content,Apple Music,Individual 1 month,CNY,10.0,CNY,1.0,1.0,0.0
Devices,iPhone 12,64GB,ZAR,18999.0,CNY,0.33154376546134007,0.44594235355106276,0.2565322337713847
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,ZAR,18999.0,CNY,0.4210221590610032,0.44594235355106276,0.055882098418368886
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",ZAR,27999.0,CNY,0.3642630093931926,0.44594235355106276,0.18316121693185938
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,ZAR,1099.0,CNY,0.362147406733394,0.44594235355106276,0.18790533384058528
Softwares,iCloud ,iCloud 50GB,ZAR,14.99,CNY,0.400266844563042,0.44594235355106276,0.10242469373968233
Content,Apple Music,Individual 1 month,ZAR,60.0,CNY,0.16666666666666666,0.44594235355106276,0.6262596155321623
Devices,iPhone 12,64GB,BRL,7199.0,CNY,0.8749826364772885,1.1937783288171784,0.26704764581859985
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,BRL,11699.1,CNY,0.6837278081219923,1.1937783288171784,0.4272573126709004
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",BRL,8549.17,CNY,1.1929813069572837,1.1937783288171784,0.0006676464471292443
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,BRL,279.63,CNY,1.423309373100168,1.1937783288171784,-0.19227275176825676
Softwares,iCloud ,iCloud 50GB,BRL,4.095,CNY,1.4652014652014653,1.1937783288171784,-0.2273647710234603
Content,Apple Music,Individual 1 month,BRL,17.0,CNY,0.5882352941176471,1.1937783288171784,0.5072491433979343
Devices,iPhone 12,64GB,AUD,1349.0,CNY,4.669384729429207,5.106016178317635,0.08551313463176147
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AUD,1599.0,CNY,5.002501563477173,5.106016178317635,0.02027306832282083
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AUD,1949.0,CNY,5.232939969214982,5.106016178317635,-0.02485769462234
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,AUD,99.0,CNY,4.02020202020202,5.106016178317635,0.21265388126392037
Softwares,iCloud ,iCloud 50GB,AUD,1.49,CNY,4.026845637583893,5.106016178317635,0.21135274606382348
Content,Apple Music,Individual 1 month,AUD,12.0,CNY,0.8333333333333334,5.106016178317635,0.8367938321715412
Devices,iPhone 12,64GB,RUB,79990.0,CNY,0.07874734341792725,0.08756322819740531,0.10068021658136284
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,RUB,99990.0,CNY,0.07999799979998,0.08756322819740531,0.08639732172014059
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",RUB,105990.0,CNY,0.09622605906217567,0.08756322819740531,-0.09893229204890219
Softwares,iCloud ,iCloud 50GB,RUB,59.0,CNY,0.1016949152542373,0.08756322819740531,-0.16138837440955323
Content,Apple Music,Individual 1 month,RUB,169.0,CNY,0.05917159763313609,0.08756322819740531,0.32424147840075324
Devices,iPhone 12,64GB,KRW,1090000.0,CNY,0.005778899082568807,0.005821192953350782,0.007265498862673803
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,KRW,1290000.0,CNY,0.00620077519379845,0.005821192953350782,-0.06520695044632974
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",KRW,1452000.0,CNY,0.007024104683195592,0.005821192953350782,-0.20664350752235294
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,KRW,89000.0,CNY,0.00447191011235955,0.005821192953350782,0.23178802898374307
Softwares,iCloud ,iCloud 50GB,KRW,1100.0,CNY,0.005454545454545455,0.005821192953350782,0.0629849417024183
Content,Apple Music,Individual 1 month,KRW,13500.0,CNY,0.0007407407407407407,0.005821192953350782,0.8727510414657605
Devices,iPhone 12,64GB,CHF,879.0,CNY,7.166097838452787,7.10508675046295,-0.0085869589116363
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CHF,1079.0,CNY,7.413345690454125,7.10508675046295,-0.0433856687212284
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CHF,1299.0,CNY,7.851424172440339,7.10508675046295,-0.10504268958134255
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CHF,69.95,CNY,5.6897784131522515,7.10508675046295,0.19919648936284695
Softwares,iCloud ,iCloud 50GB,CHF,1.0,CNY,6.0,7.10508675046295,0.15553458941102227
