category,product,description,currency,price,base,PPP,eX,valued
Content,Apple Music,Individual 1 month,CHF,12.9,CNY,0.7751937984496123,7.10508675046295,0.8908959417843698
Devices,iPhone 12,64GB,AED,3399.0,CNY,1.8531921153280377,1.7567518039482644,-0.05489694740203244
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AED,4199.0,CNY,1.9049773755656108,1.7567518039482644,-0.08437479402850889
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AED,4899.0,CNY,2.0818534394774444,1.7567518039482644,-0.18505837580386753
Softwares,iCloud ,iCloud 50GB,AED,3.69,CNY,1.6260162601626016,1.7567518039482644,0.07441890396346096
Content,Apple Music,Individual 1 month,AED,20.0,CNY,0.5,1.7567518039482644,0.7153838129687642
Devices,iPhone 12,64GB,THB,29900.0,CNY,0.21066889632107022,0.21476689579632616,0.019081150565878002
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,THB,32900.0,CNY,0.24313069908814589,0.21476689579632616,-0.1320678551815475
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",THB,41900.0,CNY,0.24341288782816228,0.21476689579632616,-0.13338178551969437
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,THB,2099.0,CNY,0.1896141019533111,0.21476689579632616,0.11711671740540808
Softwares,iCloud ,iCloud 50GB,THB,37.28963210702341,CNY,0.1609026332783239,0.21476689579632616,0.2508033759964773
Content,Apple Music,Individual 1 month,THB,129.0,CNY,0.07751937984496124,0.21476689579632616,0.6390534045876576
Devices,iPhone 12,64GB,SGD,1200.0,CNY,5.2491666666666665,4.882672892669563,-0.0750600710007272
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,SGD,1449.0,CNY,5.520358868184955,4.882672892669563,-0.13060182189815772
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",SGD,1798.0,CNY,5.672413793103448,4.882672892669563,-0.1617435609130271
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,SGD,108.0,CNY,3.685185185185185,4.882672892669563,0.24525249464943388
Softwares,iCloud ,iCloud 50GB,SGD,1.3706666666666667,CNY,4.3774319066147855,4.882672892669563,0.103476312495417
Content,Apple Music,Individual 1 month,SGD,10.0,CNY,1.0,4.882672892669563,0.7951941442767307
Devices,iPhone 12,64GB,HKD,6799.0,CNY,0.9264597734961024,0.8319654806986289,-0.11357958351604158
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,HKD,7799.0,CNY,1.0256443133735094,0.8319654806986289,-0.2327967171333143
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",HKD,9698.0,CNY,1.0516601361105382,0.8319654806986289,-0.26406703223723227
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,HKD,780.0,CNY,0.5102564102564102,0.8319654806986289,0.3866855992295124
Softwares,iCloud ,iCloud 50GB,HKD,8.0,CNY,0.75,0.8319654806986289,0.09852029032478571
Content,Apple Music,Individual 1 month,HKD,58.0,CNY,0.1724137931034483,0.8319654806986289,0.7927632851321347
Devices,iPhone 12,64GB,CAD,1258.8849557522124,CNY,5.003634344201218,5.133108808042811,0.025223401389568578
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CAD,1448.442477876106,CNY,5.5224837176338335,5.133108808042811,-0.07585557293874823
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CAD,1917.8649557522124,CNY,5.317892675086612,5.133108808042811,-0.03599843174067763
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CAD,88.08849557522123,CNY,4.518183644765924,5.133108808042811,0.11979585593693087
Softwares,iCloud ,iCloud 50GB,CAD,1.4384070796460178,CNY,4.171280915466962,5.133108808042811,0.1873772656189967
Content,Apple Music,Individual 1 month,CAD,11.031746031746032,CNY,0.9064748201438849,5.133108808042811,0.8234062720970234
Devices,iPhone 12,64GB,INR,79900.0,ZAR,0.23778473091364205,0.19996627491198996,-0.1891241711548457
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,INR,92900.0,ZAR,0.2045102260495156,0.19996627491198996,-0.022723587462563533
Devices,PS5,Disk Version,INR,49990.0,ZAR,0.24004780956191238,0.19996627491198996,-0.2004414727811641
Devices,XBOX Series X,4k Variant,INR,49990.0,ZAR,0.24002800560112023,0.19996627491198996,-0.20034243627712933
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",INR,105999.0,ZAR,0.26414400135850336,0.19996627491198996,-0.3209427513452434
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,INR,4199.0,ZAR,0.2617289830912122,0.19996627491198996,-0.3088656234977898
Softwares,iCloud ,iCloud 50GB,INR,75.0,ZAR,0.19986666666666666,0.19996627491198996,0.0004981252232013622
Content,Netflix ,Premium Plan per month,INR,799.0,ZAR,0.21151439299123906,0.19996627491198996,-0.05775032857081386
Content,YouTube Premium,Youtube Premium with YT music,INR,129.0,ZAR,0.5581395348837209,0.19996627491198996,-1.7911683364075857
Content,Spotify,Individual plan - 1 month,INR,119.0,ZAR,0.5042016806722689,0.19996627491198996,-1.5214335812085333
Content,Apple Music,Individual 1 month,INR,99.0,ZAR,0.6060606060606061,0.19996627491198996,-2.030814102664803
Devices,iPhone 12,64GB,USD,902.6152,ZAR,21.04883675790082,14.4675,-0.4549049080975165
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,USD,1087.7112,ZAR,17.466952624924705,14.4675,-0.20732349230514635
Devices,PS5,Disk Version,USD,544.389112,ZAR,22.043038215650427,14.4675,-0.5236245526628946
Devices,XBOX Series X,4k Variant,USD,543.3112,ZAR,22.08494873656203,14.4675,-0.5265214264082967
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",USD,1360.989112,ZAR,20.57253783526227,14.4675,-0.42198291586398984
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,USD,76.205112,ZAR,14.42160468184864,14.4675,0.003172304693372041
Softwares,iCloud ,iCloud 50GB,USD,1.077912,ZAR,13.906515559711739,14.4675,0.038775492675877654
Content,Netflix ,Premium Plan per month,USD,19.45722263041881,ZAR,8.6857206298185,14.4675,0.399639147757491
Content,YouTube Premium,Youtube Premium with YT music,USD,12.978692138133725,ZAR,5.547554347826087,14.4675,0.6165505894020331
Content,Spotify,Individual plan - 1 month,USD,10.815576781778105,ZAR,5.547554347826086,14.4675,0.6165505894020331
Content,Apple Music,Individual 1 month,USD,10.815576781778105,ZAR,5.547554347826086,14.4675,0.6165505894020331
Devices,iPhone 12,64GB,GBP,799.0,ZAR,23.778473091364205,20.42569510597599,-0.16414511075352767
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,GBP,999.0,ZAR,19.01801801801802,20.42569510597599,0.06891697348141279
Devices,PS5,Disk Version,GBP,449.99,ZAR,26.667237049712213,20.42569510597599,-0.30557304960016385
Devices,XBOX Series X,4k Variant,GBP,449.0,ZAR,26.723830734966594,20.42569510597599,-0.30834375997064334
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",GBP,1199.0,ZAR,23.351959966638866,20.42569510597599,-0.14326390585389337
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,GBP,59.99,ZAR,18.319719953325553,20.42569510597599,0.10310420975755619
Softwares,iCloud ,iCloud 50GB,GBP,0.79,ZAR,18.974683544303797,20.42569510597599,0.07103854013994693
Content,Netflix ,Premium Plan per month,GBP,13.99,ZAR,12.080057183702644,20.42569510597599,0.40858525886013275
Content,YouTube Premium,Youtube Premium with YT music,GBP,12.0,ZAR,6.0,20.42569510597599,0.7062523469155002
Content,Spotify,Individual plan - 1 month,GBP,10.0,ZAR,6.0,20.42569510597599,0.7062523469155002
Content,Apple Music,Individual 1 month,GBP,10.0,ZAR,6.0,20.42569510597599,0.7062523469155002
Devices,iPhone 12,64GB,EUR,899.0,ZAR,21.133481646273637,17.572232289910556,-0.20266345775589611
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,EUR,1129.0,ZAR,16.8281665190434,17.572232289910556,0.042343269687732055
Devices,PS5,Disk Version,EUR,499.99,ZAR,24.000460009200182,17.572232289910556,-0.3658173653315817
Devices,XBOX Series X,4k Variant,EUR,499.99,ZAR,23.99847996959939,17.572232289910556,-0.36570468530504185
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",EUR,1299.0,ZAR,21.554272517321017,17.572232289910556,-0.22660981039368733
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,EUR,69.0,ZAR,15.927536231884059,17.572232289910556,0.09359630756593351
Softwares,iCloud ,iCloud 50GB,EUR,0.99,ZAR,15.141414141414142,17.572232289910556,0.13833291686521332
Content,Netflix ,Premium Plan per month,EUR,15.99,ZAR,10.56910569105691,17.572232289910556,0.3985336912985511
Content,YouTube Premium,Youtube Premium with YT music,EUR,12.0,ZAR,6.0,17.572232289910556,0.6585522032141006
Content,Spotify,Individual plan - 1 month,EUR,10.0,ZAR,6.0,17.572232289910556,0.6585522032141006
Content,Apple Music,Individual 1 month,EUR,10.0,ZAR,6.0,17.572232289910556,0.6585522032141006
Devices,iPhone 12,64GB,JPY,85800.0,ZAR,0.22143356643356643,0.1365470375875982,-0.6216651078315154
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,JPY,104800.0,ZAR,0.1812881679389313,0.1365470375875982,-0.32766093751854974
Devices,PS5,Disk Version,JPY,49980.0,ZAR,0.24009583833533413,0.1365470375875982,-0.7583379513547255
Devices,XBOX Series X,4k Variant,JPY,49980.0,ZAR,0.24007603041216485,0.1365470375875982,-0.7581928883528528
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",JPY,152874.0,ZAR,0.18315083009537267,0.1365470375875982,-0.34130211340452554
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,JPY,14282.400000000001,ZAR,0.07694785190164118,0.1365470375875982,0.43647366313401503
Softwares,iCloud ,iCloud 50GB,JPY,130.0,ZAR,0.1153076923076923,0.1365470375875982,0.15554599832515847
Content,Netflix ,Premium Plan per month,JPY,1980.0,ZAR,0.08535353535353535,0.1365470375875982,0.374914777636395
Content,YouTube Premium,Youtube Premium with YT music,JPY,1180.0,ZAR,0.061016949152542375,0.1365470375875982,0.5531433692701057
Content,Spotify,Individual plan - 1 month,JPY,980.0,ZAR,0.061224489795918366,0.1365470375875982,0.551623448757419
Content,Apple Music,Individual 1 month,JPY,980.0,ZAR,0.061224489795918366,0.1365470375875982,0.551623448757419
Devices,iPhone 12,64GB,CNY,6299.0,ZAR,3.01619304651532,2.242442306807027,-0.3450482259273919
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CNY,7999.0,ZAR,2.375171896487061,2.242442306807027,-0.05918974560778123
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CNY,10199.0,ZAR,2.745269144033729,2.242442306807027,-0.2242317832215126
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CNY,398.0,ZAR,2.7613065326633164,2.242442306807027,-0.231383534051804
Softwares,iCloud ,iCloud 50GB,CNY,6.0,ZAR,2.4983333333333335,2.242442306807027,-0.11411264662173859
Content,Apple Music,Individual 1 month,CNY,10.0,ZAR,6.0,2.242442306807027,-1.6756541213063767
Devices,iPhone 12,64GB,ZAR,18999.0,ZAR,1.0,1.0,0.0
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,ZAR,18999.0,ZAR,1.0,1.0,0.0
Devices,PS5,Disk Version,ZAR,11999.99,ZAR,1.0,1.0,0.0
Devices,XBOX Series X,4k Variant,ZAR,11999.0,ZAR,1.0,1.0,0.0
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",ZAR,27999.0,ZAR,1.0,1.0,0.0
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,ZAR,1099.0,ZAR,1.0,1.0,0.0
Softwares,iCloud ,iCloud 50GB,ZAR,14.99,ZAR,1.0,1.0,0.0
Content,Netflix ,Premium Plan per month,ZAR,169.0,ZAR,1.0,1.0,0.0
Content,YouTube Premium,Youtube Premium with YT music,ZAR,72.0,ZAR,1.0,1.0,0.0
Content,Spotify,Individual plan - 1 month,ZAR,60.0,ZAR,1.0,1.0,0.0
Content,Apple Music,Individual 1 month,ZAR,60.0,ZAR,1.0,1.0,0.0
Devices,iPhone 12,64GB,BRL,7199.0,ZAR,2.6391165439644393,2.676979029489031,0.014143736319002342
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,BRL,11699.1,ZAR,1.6239710746980536,2.676979029489031,0.39335681870917405
Devices,XBOX Series X,4k Variant,BRL,4599.0,ZAR,2.609045444661883,2.676979029489031,0.025376958160226892
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",BRL,8549.17,ZAR,3.2750547713988607,2.676979029489031,-0.22341442922098187
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,BRL,279.63,ZAR,3.930193469942424,2.676979029489031,-0.4681450346260654
Softwares,iCloud ,iCloud 50GB,BRL,4.095,ZAR,3.660561660561661,2.676979029489031,-0.3674226134152314
Content,Netflix ,Premium Plan per month,BRL,45.9,ZAR,3.681917211328976,2.676979029489031,-0.37540009494648996
Content,YouTube Premium,Youtube Premium with YT music,BRL,17.0,ZAR,4.235294117647059,2.676979029489031,-0.5821170322934774
Content,Spotify,Individual plan - 1 month,BRL,17.0,ZAR,3.5294117647058822,2.676979029489031,-0.31843086024456446
Content,Apple Music,Individual 1 month,BRL,17.0,ZAR,3.5294117647058822,2.676979029489031,-0.31843086024456446
Devices,iPhone 12,64GB,AUD,1349.0,ZAR,14.083765752409192,11.449946697500598,-0.23002893589745077
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AUD,1599.0,ZAR,11.881801125703564,11.449946697500598,-0.03771671952824329
Devices,PS5,Disk Version,AUD,749.95,ZAR,16.001053403560235,11.449946697500598,-0.39747841857229727
Devices,XBOX Series X,4k Variant,AUD,749.0,ZAR,16.020026702269693,11.449946697500598,-0.3991354829421778
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AUD,1949.0,ZAR,14.365828630066702,11.449946697500598,-0.2546633630357955
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,AUD,99.0,ZAR,11.1010101010101,11.449946697500598,0.030474953788795167
Softwares,iCloud ,iCloud 50GB,AUD,1.49,ZAR,10.060402684563758,11.449946697500598,0.12135812066620033
Content,Netflix ,Premium Plan per month,AUD,19.99,ZAR,8.45422711355678,11.449946697500598,0.2616361161399775
Content,YouTube Premium,Youtube Premium with YT music,AUD,15.0,ZAR,4.8,11.449946697500598,0.5807840746500778
Content,Spotify,Individual plan - 1 month,AUD,12.0,ZAR,5.0,11.449946697500598,0.5633167444271643
Content,Apple Music,Individual 1 month,AUD,12.0,ZAR,5.0,11.449946697500598,0.5633167444271643
Devices,iPhone 12,64GB,RUB,79990.0,ZAR,0.23751718964870608,0.1963554874304597,-0.20962847922864403
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,RUB,99990.0,ZAR,0.19000900090009,0.1963554874304597,0.03232141160616819
Devices,PS5,Disk Version,RUB,46999.0,ZAR,0.2553243686035873,0.1963554874304597,-0.30031695036794814
Devices,XBOX Series X,4k Variant,RUB,45590.0,ZAR,0.26319368282518096,0.1963554874304597,-0.3403938248397176
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",RUB,105990.0,ZAR,0.26416643079535806,0.1963554874304597,-0.34534783953473136
Softwares,iCloud ,iCloud 50GB,RUB,59.0,ZAR,0.2540677966101695,0.1963554874304597,-0.2939174755691456
Content,Netflix ,Premium Plan per month,RUB,999.0,ZAR,0.16916916916916916,0.1963554874304597,0.13845458875153005
Content,YouTube Premium,Youtube Premium with YT music,RUB,199.0,ZAR,0.36180904522613067,0.1963554874304597,-0.8426225310065103
Content,Spotify,Individual plan - 1 month,RUB,169.0,ZAR,0.35502958579881655,0.1963554874304597,-0.8080960733249287
Content,Apple Music,Individual 1 month,RUB,169.0,ZAR,0.35502958579881655,0.1963554874304597,-0.8080960733249287
Devices,iPhone 12,64GB,KRW,1090000.0,ZAR,0.0174302752293578,0.013053689354680738,-0.335275779571675
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,KRW,1290000.0,ZAR,0.014727906976744186,0.013053689354680738,-0.12825627886288826
Devices,PS5,Disk Version,KRW,628000.0,ZAR,0.01910826433121019,0.013053689354680738,-0.46382097903673714
Devices,XBOX Series X,4k Variant,KRW,598000.0,ZAR,0.020065217391304346,0.013053689354680738,-0.5371299903126194
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",KRW,1452000.0,ZAR,0.01928305785123967,0.013053689354680738,-0.47721133292675066
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,KRW,89000.0,ZAR,0.012348314606741573,0.013053689354680738,0.05403642822909949
Softwares,iCloud ,iCloud 50GB,KRW,1100.0,ZAR,0.013627272727272727,0.013053689354680738,-0.04394032652434121
Content,Netflix ,Premium Plan per month,KRW,14500.0,ZAR,0.011655172413793104,0.013053689354680738,0.10713576084803644
Content,YouTube Premium,Youtube Premium with YT music,KRW,10450.0,ZAR,0.006889952153110048,0.013053689354680738,0.47218353632419807
Content,Spotify,Individual plan - 1 month,KRW,10900.0,ZAR,0.005504587155963303,0.013053689354680738,0.5783117702284304
Content,Apple Music,Individual 1 month,KRW,13500.0,ZAR,0.0044444444444444444,0.013053689354680738,0.6595257996659178
Devices,iPhone 12,64GB,CHF,879.0,ZAR,21.61433447098976,15.932747122772183,-0.3565980997775997
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CHF,1079.0,ZAR,17.6079703429101,15.932747122772183,-0.10514340102364228
Devices,XBOX Series X,4k Variant,CHF,499.99,ZAR,23.99847996959939,15.932747122772183,-0.5062361678545131
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CHF,1299.0,ZAR,21.554272517321017,15.932747122772183,-0.35282838240206305
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CHF,69.95,ZAR,15.71122230164403,15.932747122772183,0.01390374299053132
Softwares,iCloud ,iCloud 50GB,CHF,1.0,ZAR,14.99,15.932747122772183,0.05917040642820115
Content,Netflix ,Premium Plan per month,CHF,21.9,ZAR,7.71689497716895,15.932747122772183,0.5156582278181374
Content,Spotify,Individual plan - 1 month,CHF,13.0,ZAR,4.615384615384615,15.932747122772183,0.7103208517765283
Content,Apple Music,Individual 1 month,CHF,12.9,ZAR,4.651162790697675,15.932747122772183,0.7080752769840983
Devices,iPhone 12,64GB,AED,3399.0,ZAR,5.589585172109444,3.9394145677331522,-0.4188872676393247
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AED,4199.0,ZAR,4.524648725887116,3.9394145677331522,-0.14855866223054637
Devices,PS5,Disk Version,AED,2099.0,ZAR,5.717003334921391,3.9394145677331522,-0.4512317088300539
Devices,XBOX Series X,4k Variant,AED,2099.0,ZAR,5.7165316817532155,3.9394145677331522,-0.45111198211430326
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AED,4899.0,ZAR,5.715248009797918,3.9394145677331522,-0.4507861286319579
Softwares,iCloud ,iCloud 50GB,AED,3.69,ZAR,4.0623306233062335,3.9394145677331522,-0.03120160456831811
Content,Netflix ,Premium Plan per month,AED,56.0,ZAR,3.017857142857143,3.9394145677331522,0.23393258288281626
Content,YouTube Premium,Youtube Premium with YT music,AED,24.0,ZAR,3.0,3.9394145677331522,0.23846552617936767
Content,Spotify,Individual plan - 1 month,AED,20.0,ZAR,3.0,3.9394145677331522,0.23846552617936767
Content,Apple Music,Individual 1 month,AED,20.0,ZAR,3.0,3.9394145677331522,0.23846552617936767
Devices,iPhone 12,64GB,THB,29900.0,ZAR,0.6354180602006689,0.4816023732352981,-0.3193831582101041
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,THB,32900.0,ZAR,0.5774772036474164,0.4816023732352981,-0.19907466354048964
Devices,PS5,Disk Version,THB,16990.0,ZAR,0.7062972336668628,0.4816023732352981,-0.4665567964753048
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",THB,41900.0,ZAR,0.6682338902147972,0.4816023732352981,-0.3875220043575571
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,THB,2099.0,ZAR,0.523582658408766,0.4816023732352981,-0.08716793667658584
Softwares,iCloud ,iCloud 50GB,THB,37.28963210702341,ZAR,0.40198841214034586,0.4816023732352981,0.165310566391364
Content,Netflix ,Premium Plan per month,THB,419.0,ZAR,0.4033412887828162,0.4816023732352981,0.16250145099315283
Content,YouTube Premium,Youtube Premium with YT music,THB,159.0,ZAR,0.4528301886792453,0.4816023732352981,0.05974261373084111
